Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code
W12 7WE,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1995-07-01,2006-02-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7WF,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1995-12-01,2006-02-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7WG,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2001-12-01,2003-10-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7WH,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1996-06-01,2006-02-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7WL,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2002-06-01,2003-06-01,10,England,2019-11-23,"Imputed by ONS by reference to surrounding postcode grid references",E01001943
W12 7WN,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1996-12-01,2004-03-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7WP,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2003-03-01,2004-06-01,10,England,2019-11-23,"Imputed by ONS by reference to surrounding postcode grid references",E01001943
W12 7WQ,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2006-06-01,2006-07-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7WR,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2003-08-01,2005-07-01,10,England,2019-11-23,"Imputed by ONS by reference to surrounding postcode grid references",E01001943
W12 7WS,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1997-06-01,2006-02-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7WU,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2004-11-01,2006-05-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7WW,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2004-11-01,2005-05-01,10,England,2019-11-23,"Imputed by ONS by reference to surrounding postcode grid references",E01001943
W12 7WX,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2008-10-01,2008-12-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7WY,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2004-11-01,2007-01-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7WZ,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2001-12-01,2006-02-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7XA,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2001-12-01,2004-10-01,10,England,2019-11-23,"Imputed by ONS by reference to surrounding postcode grid references",E01001943
W12 7XB,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2001-12-01,2006-02-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7XD,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2003-11-01,2006-02-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7XE,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2002-09-01,2003-09-01,10,England,2019-11-23,"Imputed by ONS by reference to surrounding postcode grid references",E01001943
W12 7XF,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2002-06-01,2007-01-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7XG,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2004-05-01,2005-07-01,10,England,2019-11-23,"Imputed by ONS by reference to surrounding postcode grid references",E01001943
W12 7XH,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2009-09-01,2009-12-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7XL,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2002-06-01,2005-10-01,10,England,2019-11-23,"Imputed by ONS by reference to surrounding postcode grid references",E01001943
W12 7XN,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2007-01-01,2007-01-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7XP,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2004-08-01,2010-07-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7XR,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2007-07-01,2008-06-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7XS,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2005-06-01,2006-02-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7XT,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2002-06-01,2006-07-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7XU,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2005-05-01,2006-03-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7XW,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2005-01-01,2007-02-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7XX,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2006-07-01,2006-08-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7XY,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2004-08-01,2006-02-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7XZ,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2004-06-01,2005-07-01,10,England,2019-11-23,"Imputed by ONS by reference to surrounding postcode grid references",E01001943
W12 7YA,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2006-07-01,2007-07-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7YB,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2006-07-01,2007-07-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7YD,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2006-07-01,2007-07-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7YE,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2002-06-01,2006-01-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7YF,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2004-07-01,2010-07-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7YJ,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2006-05-01,2006-07-01,10,England,2019-11-23,"Imputed by ONS by reference to surrounding postcode grid references",E01001943
W12 7YL,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2006-06-01,2006-07-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7YN,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2006-06-01,2006-07-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7YP,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2002-09-01,2006-02-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7YQ,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2002-06-01,2010-03-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7YR,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2006-06-01,2006-07-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7YS,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2006-03-01,2006-05-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7YT,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2003-03-01,2004-05-01,10,England,2019-11-23,"Imputed by ONS by reference to surrounding postcode grid references",E01001943
W12 7YU,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2002-06-01,2008-06-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7YW,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2006-02-01,2009-10-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7YZ,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2002-05-01,2008-06-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7ZA,No,51.510837,-0.231113,522850,180584,TQ228805,"Wormholt and White City","Hammersmith and Fulham, unparished area",1999-12-01,2001-02-01,9,England,2019-11-23,"Postcode sector mean (mainly PO Boxes)",E01001957
W12 7ZB,No,51.510837,-0.231113,522850,180584,TQ228805,"Wormholt and White City","Hammersmith and Fulham, unparished area",1999-06-01,2000-10-01,9,England,2019-11-23,"Postcode sector mean (mainly PO Boxes)",E01001957
W12 7ZD,No,51.510837,-0.231113,522850,180584,TQ228805,"Wormholt and White City","Hammersmith and Fulham, unparished area",1997-12-01,1999-06-01,9,England,2019-11-23,"Postcode sector mean (mainly PO Boxes)",E01001957
W12 7ZE,No,51.510837,-0.231113,522850,180584,TQ228805,"Wormholt and White City","Hammersmith and Fulham, unparished area",1993-01-01,2001-06-01,9,England,2019-11-23,"Postcode sector mean (mainly PO Boxes)",E01001957
W12 7ZF,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1999-06-01,2006-03-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7ZG,No,51.510837,-0.231113,522850,180584,TQ228805,"Wormholt and White City","Hammersmith and Fulham, unparished area",1999-06-01,2000-10-01,9,England,2019-11-23,"Postcode sector mean (mainly PO Boxes)",E01001957
W12 7ZH,No,51.510837,-0.231113,522850,180584,TQ228805,"Wormholt and White City","Hammersmith and Fulham, unparished area",1998-12-01,1999-12-01,9,England,2019-11-23,"Postcode sector mean (mainly PO Boxes)",E01001957
W12 7ZJ,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2008-03-01,2011-09-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7ZL,No,51.510837,-0.231113,522850,180584,TQ228805,"Wormholt and White City","Hammersmith and Fulham, unparished area",1998-06-01,1999-12-01,9,England,2019-11-23,"Postcode sector mean (mainly PO Boxes)",E01001957
W12 7ZN,No,51.510837,-0.231113,522850,180584,TQ228805,"Wormholt and White City","Hammersmith and Fulham, unparished area",1998-06-01,1998-12-01,9,England,2019-11-23,"Postcode sector mean (mainly PO Boxes)",E01001957
W12 7ZP,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2007-01-01,2007-07-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7ZQ,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1993-01-01,2006-02-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7ZR,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2007-02-01,2008-03-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7ZS,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1995-07-01,2006-03-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7ZT,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2006-09-01,2007-09-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7ZU,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1995-07-01,2006-03-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7ZW,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1998-06-01,2006-03-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7ZX,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2009-11-01,2011-12-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 7ZY,No,51.510837,-0.231113,522850,180584,TQ228805,"Wormholt and White City","Hammersmith and Fulham, unparished area",1998-12-01,2000-06-01,9,England,2019-11-23,"Postcode sector mean (mainly PO Boxes)",E01001957
W12 7ZZ,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1994-12-01,1997-06-01,10,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01001943
W12 8AA,Yes,51.505071,-0.2231,523422,179956,TQ234799,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1980-01-01,,11,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 8AB,Yes,51.505402,-0.220762,523583,179997,TQ235799,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 8AD,Yes,51.505139,-0.220599,523595,179968,TQ235799,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 8AE,Yes,51.504876,-0.222252,523481,179936,TQ234799,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1980-01-01,,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 8AF,Yes,51.504941,-0.219973,523639,179947,TQ236799,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1996-06-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 8AG,Yes,51.506254,-0.220599,523592,180092,TQ235800,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2007-02-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 8AH,Yes,51.505747,-0.220854,523576,180035,TQ235800,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 8AJ,Yes,51.505423,-0.221554,523528,179998,TQ235799,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 8AL,Yes,51.505241,-0.222007,523497,179977,TQ234799,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 8AN,Yes,51.505572,-0.222456,523465,180013,TQ234800,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 8AP,Yes,51.505896,-0.223091,523420,180048,TQ234800,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 8AQ,Yes,51.505905,-0.220094,523628,180054,TQ236800,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2007-02-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 8AR,Yes,51.505342,-0.22381,523372,179985,TQ233799,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1980-01-01,,11,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 8AS,Yes,51.505507,-0.22413,523349,180003,TQ233800,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1980-01-01,,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 8AT,Yes,51.505027,-0.223284,523409,179951,TQ234799,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1980-01-01,,11,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 8AU,Yes,51.501002,-0.231293,522864,179490,TQ228794,"Hammersmith Broadway","Hammersmith and Fulham, unparished area",1997-12-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001895
W12 8AW,Yes,51.505317,-0.22284,523439,179984,TQ234799,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1980-01-01,,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 8AX,Yes,51.505638,-0.219701,523656,180025,TQ236800,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2007-02-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 8AY,Yes,51.505676,-0.218633,523730,180031,TQ237800,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2007-02-01,,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
W12 8BA,Yes,51.505649,-0.233533,522696,180003,TQ226800,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001942
W12 8BB,Yes,51.505205,-0.233896,522672,179953,TQ226799,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001942
W12 8BD,No,51.503824,-0.233546,522700,179800,TQ227797,"Askew","Hammersmith and Fulham, unparished area",1980-01-01,1991-12-01,6,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01001862
W12 8BE,Yes,51.503649,-0.233265,522720,179781,TQ227797,"Askew","Hammersmith and Fulham, unparished area",1980-01-01,,6,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001862
W12 8BF,No,51.504177,-0.233706,522688,179839,TQ226798,"Askew","Hammersmith and Fulham, unparished area",2013-07-01,2013-08-01,6,England,2019-11-23,"Imputed by ONS by reference to surrounding postcode grid references",E01001862
W12 8BG,Yes,51.505374,-0.234394,522637,179971,TQ226799,"Askew","Hammersmith and Fulham, unparished area",2012-07-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001862
W12 8BH,Yes,51.503319,-0.234041,522667,179743,TQ226797,"Askew","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001862
W12 8BJ,Yes,51.502025,-0.233544,522705,179600,TQ227795,"Askew","Hammersmith and Fulham, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001862
W12 8BL,Yes,51.501318,-0.233744,522693,179521,TQ226795,"Askew","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001858
W12 8BN,Yes,51.502119,-0.233223,522727,179611,TQ227796,"Askew","Hammersmith and Fulham, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001862
W12 8BP,Yes,51.502115,-0.234102,522666,179609,TQ226796,"Askew","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001862
W12 8BQ,Yes,51.502284,-0.232689,522764,179630,TQ227796,"Askew","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001862
W12 8BS,Yes,51.50321,-0.234564,522631,179730,TQ226797,"Askew","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001862
W12 8BT,Yes,51.50398,-0.234924,522604,179815,TQ226798,"Askew","Hammersmith and Fulham, unparished area",1980-01-01,,6,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001862
W12 8BU,Yes,51.50504,-0.235349,522572,179932,TQ225799,"Askew","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001862
W12 8BW,Yes,51.503476,-0.233747,522687,179761,TQ226797,"Askew","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001862
W12 8BX,Yes,51.504583,-0.235578,522557,179881,TQ225798,"Askew","Hammersmith and Fulham, unparished area",2001-06-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001862
W12 8BY,Yes,51.505056,-0.234738,522614,179935,TQ226799,"Askew","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001862
W12 8BZ,No,51.503846,-0.234986,522600,179800,TQ226798,"Askew","Hammersmith and Fulham, unparished area",1993-01-01,1994-05-01,6,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01001862
W12 8DA,Yes,51.501932,-0.226199,523215,179602,TQ232796,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001941
W12 8DB,Yes,51.50202,-0.226533,523192,179611,TQ231796,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001941
W12 8DD,Yes,51.502091,-0.226568,523189,179619,TQ231796,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",2014-04-01,,7,England,2019-11-23,"Imputed by ONS by reference to surrounding postcode grid references",E01001941
W12 8DE,No,51.505019,-0.226958,523154,179944,TQ231799,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1980-01-01,2013-08-01,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001941
W12 8DF,Yes,51.504197,-0.226592,523182,179853,TQ231798,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001941
W12 8DG,Yes,51.503773,-0.226479,523191,179806,TQ231798,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001941
W12 8DH,Yes,51.502836,-0.225285,523276,179704,TQ232797,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001941
W12 8DJ,No,51.502816,-0.226381,523200,179700,TQ232796,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1980-01-01,1981-12-01,7,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01001941
W12 8DL,Yes,51.502823,-0.225646,523251,179702,TQ232797,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001941
W12 8DN,Yes,51.502962,-0.22528,523276,179718,TQ232797,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001941
W12 8DP,No,51.503624,-0.226234,523208,179790,TQ232797,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1980-01-01,2004-11-01,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001941
W12 8DQ,Yes,51.504561,-0.2264,523194,179894,TQ231798,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001941
W12 8DR,Yes,51.50487,-0.225984,523222,179929,TQ232799,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001941
W12 8DS,Yes,51.503989,-0.225428,523263,179832,TQ232798,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001941
W12 8DT,Yes,51.503054,-0.224859,523305,179729,TQ233797,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001941
W12 8DU,No,51.503693,-0.224906,523300,179800,TQ233797,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1980-01-01,1995-07-01,9,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01001941
W12 8DW,Yes,51.503914,-0.225834,523235,179823,TQ232798,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001941
W12 8DX,No,51.502853,-0.225198,523282,179706,TQ232797,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1980-01-01,2003-11-01,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001941
W12 8DY,No,51.511058,-0.220758,523568,180626,TQ235806,"Shepherd's Bush Green","Hammersmith and Fulham, unparished area",1991-09-01,2006-02-01,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001943
