Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,County,District,Ward,District Code,Ward Code,Country,County Code,Constituency,Introduced,Terminated,Parish,National Park,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority,MSOA Code,Middle layer super output area,Parish Code,Census output area,Constituency Code,Index of Multiple Deprivation,Quality,User Type,Last updated,Nearest station,Distance to station,Postcode area,Postcode district,Police force,Water company,Plus Code
SW3 4NS,No,51.48926,-0.163528,527600,178300,TQ275783,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1986-04-01,1991-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018E","Urban major conurbation",London,12,1,E01002903,,E02000594,"Kensington and Chelsea 018",E43000210,E00014591,E14000629,26751,8,1,2019-11-23,"Sloane Square",0.596518,SW,SW3,"Metropolitan Police","",9C3XFRQP+PH
SW3 4NT,Yes,51.489387,-0.163624,527593,178314,TQ275783,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",6,3,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018E","Urban major conurbation",London,12,1,E01002903,,E02000594,"Kensington and Chelsea 018",E43000210,E00014591,E14000629,26751,1,0,2019-11-23,"Sloane Square",0.59399,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRQP+QH
SW3 4NW,Yes,51.489022,-0.16214,527697,178276,TQ276782,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",2,1,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018E","Urban major conurbation",London,12,1,E01002903,,E02000594,"Kensington and Chelsea 018",E43000210,E00014591,E14000629,26751,1,0,2019-11-23,"Sloane Square",0.53892,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRQQ+J4
SW3 4NX,Yes,51.489058,-0.164429,527538,178276,TQ275782,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",7,5,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018E","Urban major conurbation",London,12,1,E01002903,,E02000594,"Kensington and Chelsea 018",E43000210,E00014592,E14000629,26751,1,0,2019-11-23,"Sloane Square",0.660612,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRQP+J6
SW3 4PA,Yes,51.48864,-0.165325,527477,178228,TQ274782,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",5,3,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018E","Urban major conurbation",London,11,1,E01002903,,E02000594,"Kensington and Chelsea 018",E43000210,E00014593,E14000629,26751,1,0,2019-11-23,"Sloane Square",0.737975,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRQM+FV
SW3 4PB,No,51.488383,-0.165004,527500,178200,TQ274781,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1981-06-01,1990-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018E","Urban major conurbation",London,11,1,E01002903,,E02000594,"Kensington and Chelsea 018",E43000210,E00014593,E14000629,26751,8,1,2019-11-23,"Sloane Square",0.736458,SW,SW3,"Metropolitan Police","",9C3XFRQM+9X
SW3 4PD,No,51.488406,-0.166443,527400,178200,TQ274781,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,1981-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018A","Urban major conurbation",London,11,1,E01002899,,E02000594,"Kensington and Chelsea 018",E43000210,E00014581,E14000629,11889,8,1,2019-11-23,"South Kensington",0.81495,SW,SW3,"Metropolitan Police","",9C3XFRQM+9C
SW3 4PJ,Yes,51.463324,-0.138875,529385,175459,TQ293754,"Greater London","Lambeth","Clapham Town",E09000022,E05000419,England,E11000009,"Vauxhall",2018-08-01,,"Lambeth, unparished area","",,,"Greater London","Lambeth","Lambeth 013C","Urban major conurbation",London,21,2,E01003039,,E02000630,"Lambeth 013",E43000212,E00015315,E14001008,21607,1,1,2019-11-23,"Clapham Common",0.173332,SW,SW3,"Metropolitan Police","Thames Water",9C3XFV76+8F
SW3 4PL,Yes,51.488409,-0.165943,527435,178201,TQ274782,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",8,3,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018E","Urban major conurbation",London,11,1,E01002903,,E02000594,"Kensington and Chelsea 018",E43000210,E00014593,E14000629,26751,1,0,2019-11-23,"Sloane Square",0.787781,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRQM+9J
SW3 4PT,No,51.487507,-0.166479,527400,178100,TQ274780,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1993-08-01,1996-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018A","Urban major conurbation",London,11,1,E01002899,,E02000594,"Kensington and Chelsea 018",E43000210,E00014581,E14000629,11889,8,1,2019-11-23,"Sloane Square",0.876669,SW,SW3,"Metropolitan Police","",9C3XFRQM+2C
SW3 4PW,Yes,51.488173,-0.166414,527403,178174,TQ274781,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",5,4,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018A","Urban major conurbation",London,11,1,E01002899,,E02000594,"Kensington and Chelsea 018",E43000210,E00014581,E14000629,11889,1,0,2019-11-23,"Sloane Square",0.829463,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRQM+7C
SW3 4QA,Yes,51.4896,-0.16,527844,178344,TQ278783,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",16,6,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018E","Urban major conurbation",London,12,1,E01002903,,E02000594,"Kensington and Chelsea 018",E43000210,E00014590,E14000629,26751,1,0,2019-11-23,"Sloane Square",0.391225,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRQR+R2
SW3 4QB,Yes,51.489294,-0.160559,527806,178309,TQ278783,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",14,6,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018E","Urban major conurbation",London,12,1,E01002903,,E02000594,"Kensington and Chelsea 018",E43000210,E00014590,E14000629,26751,1,0,2019-11-23,"Sloane Square",0.44199,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRQQ+PQ
SW3 4QD,Yes,51.490177,-0.16182,527716,178405,TQ277784,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1994-05-01,,"Kensington and Chelsea, unparished area","",16,11,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018D","Urban major conurbation",London,12,1,E01002902,,E02000594,"Kensington and Chelsea 018",E43000210,E00014588,E14000629,21285,1,0,2019-11-23,"Sloane Square",0.441449,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRRQ+37
SW3 4QE,Yes,51.489556,-0.161197,527761,178337,TQ277783,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",79,33,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018E","Urban major conurbation",London,12,1,E01002903,,E02000594,"Kensington and Chelsea 018",E43000210,E00014590,E14000629,26751,1,0,2019-11-23,"Sloane Square",0.45075,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRQQ+RG
SW3 4QF,Yes,51.489326,-0.161998,527706,178310,TQ277783,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",67,22,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018E","Urban major conurbation",London,12,1,E01002903,,E02000594,"Kensington and Chelsea 018",E43000210,E00014590,E14000629,26751,1,0,2019-11-23,"Sloane Square",0.508853,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRQQ+P6
SW3 4QG,Yes,51.488583,-0.161654,527732,178228,TQ277782,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",40,17,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018E","Urban major conurbation",London,12,1,E01002903,,E02000594,"Kensington and Chelsea 018",E43000210,E00014591,E14000629,26751,1,0,2019-11-23,"Sloane Square",0.551215,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRQQ+C8
SW3 4QH,Yes,51.487737,-0.162221,527695,178133,TQ276781,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",5,2,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018C","Urban major conurbation",London,12,1,E01002901,,E02000594,"Kensington and Chelsea 018",E43000210,E00014594,E14000629,18319,1,0,2019-11-23,"Sloane Square",0.648969,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRQQ+34
SW3 4QJ,Yes,51.488961,-0.160419,527817,178272,TQ278782,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",5,2,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018C","Urban major conurbation",London,12,1,E01002901,,E02000594,"Kensington and Chelsea 018",E43000210,E00014594,E14000629,18319,1,0,2019-11-23,"Sloane Square",0.465376,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRQQ+HR
SW3 4QL,No,51.489215,-0.160649,527800,178300,TQ277783,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1990-02-01,1994-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018E","Urban major conurbation",London,12,1,E01002903,,E02000594,"Kensington and Chelsea 018",E43000210,E00014590,E14000629,26751,8,1,2019-11-23,"Sloane Square",0.452724,SW,SW3,"Metropolitan Police","",9C3XFRQQ+MP
SW3 4QP,Yes,51.489698,-0.161105,527767,178353,TQ277783,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",49,28,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018E","Urban major conurbation",London,12,1,E01002903,,E02000594,"Kensington and Chelsea 018",E43000210,E00014590,E14000629,26751,1,0,2019-11-23,"Sloane Square",0.4353,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRQQ+VH
SW3 4QQ,Yes,51.488048,-0.162511,527674,178167,TQ276781,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",21,14,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018C","Urban major conurbation",London,11,1,E01002901,,E02000594,"Kensington and Chelsea 018",E43000210,E00014594,E14000629,18319,1,0,2019-11-23,"Sloane Square",0.634955,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRQP+6X
SW3 4QS,Yes,51.489825,-0.16061,527801,178368,TQ278783,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1981-06-01,,"Kensington and Chelsea, unparished area","",43,20,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018E","Urban major conurbation",London,12,1,E01002903,,E02000594,"Kensington and Chelsea 018",E43000210,E00014590,E14000629,26751,1,0,2019-11-23,"Sloane Square",0.400791,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRQQ+WQ
SW3 4QT,No,51.489237,-0.162088,527700,178300,TQ277782,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,1981-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018E","Urban major conurbation",London,12,1,E01002903,,E02000594,"Kensington and Chelsea 018",E43000210,E00014591,E14000629,26751,8,1,2019-11-23,"Sloane Square",0.52008,SW,SW3,"Metropolitan Police","",9C3XFRQQ+M5
SW3 4QU,No,51.490136,-0.162052,527700,178400,TQ277783,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,1990-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018D","Urban major conurbation",London,12,1,E01002902,,E02000594,"Kensington and Chelsea 018",E43000210,E00014588,E14000629,21285,8,1,2019-11-23,"Sloane Square",0.457392,SW,SW3,"Metropolitan Police","",9C3XFRRQ+35
SW3 4QX,Yes,51.490382,-0.161135,527763,178429,TQ277784,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",44,27,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018D","Urban major conurbation",London,11,1,E01002902,,E02000594,"Kensington and Chelsea 018",E43000210,E00014588,E14000629,21285,1,0,2019-11-23,"Sloane Square",0.389397,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRRQ+5G
SW3 4QY,Yes,51.490382,-0.161135,527763,178429,TQ277784,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",28,16,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018D","Urban major conurbation",London,11,1,E01002902,,E02000594,"Kensington and Chelsea 018",E43000210,E00014588,E14000629,21285,1,0,2019-11-23,"Sloane Square",0.389397,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRRQ+5G
SW3 4QZ,Yes,51.490382,-0.161135,527763,178429,TQ277784,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",46,33,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018D","Urban major conurbation",London,11,1,E01002902,,E02000594,"Kensington and Chelsea 018",E43000210,E00014588,E14000629,21285,1,0,2019-11-23,"Sloane Square",0.389397,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRRQ+5G
SW3 4RA,Yes,51.490382,-0.161135,527763,178429,TQ277784,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",24,17,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018D","Urban major conurbation",London,11,1,E01002902,,E02000594,"Kensington and Chelsea 018",E43000210,E00014588,E14000629,21285,1,0,2019-11-23,"Sloane Square",0.389397,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRRQ+5G
SW3 4RB,Yes,51.490352,-0.158053,527977,178431,TQ279784,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",2007-09-01,,"Kensington and Chelsea, unparished area","",72,42,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018D","Urban major conurbation",London,13,1,E01002902,,E02000594,"Kensington and Chelsea 018",E43000210,E00014585,E14000629,21285,1,0,2019-11-23,"Sloane Square",0.247964,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRRR+4Q
SW3 4RD,Yes,51.490002,-0.160387,527816,178388,TQ278783,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",43,13,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018E","Urban major conurbation",London,11,1,E01002903,,E02000594,"Kensington and Chelsea 018",E43000210,E00014590,E14000629,26751,1,0,2019-11-23,"Sloane Square",0.376006,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRRQ+2R
SW3 4RE,No,51.490136,-0.162052,527700,178400,TQ277783,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1985-04-01,1986-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018D","Urban major conurbation",London,12,1,E01002902,,E02000594,"Kensington and Chelsea 018",E43000210,E00014588,E14000629,21285,8,1,2019-11-23,"Sloane Square",0.457392,SW,SW3,"Metropolitan Police","",9C3XFRRQ+35
SW3 4RH,No,51.490136,-0.162052,527700,178400,TQ277783,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,1990-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018D","Urban major conurbation",London,12,1,E01002902,,E02000594,"Kensington and Chelsea 018",E43000210,E00014588,E14000629,21285,8,1,2019-11-23,"Sloane Square",0.457392,SW,SW3,"Metropolitan Police","",9C3XFRRQ+35
SW3 4RP,Yes,51.49183,-0.158815,527920,178594,TQ279785,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",4,3,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018D","Urban major conurbation",London,15,1,E01002902,,E02000594,"Kensington and Chelsea 018",E43000210,E00014584,E14000629,21285,1,0,2019-11-23,"Sloane Square",0.171365,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRRR+PF
SW3 4RQ,No,51.490136,-0.162052,527700,178400,TQ277783,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1991-01-01,1994-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018D","Urban major conurbation",London,12,1,E01002902,,E02000594,"Kensington and Chelsea 018",E43000210,E00014588,E14000629,21285,8,1,2019-11-23,"Sloane Square",0.457392,SW,SW3,"Metropolitan Police","",9C3XFRRQ+35
SW3 4RR,No,51.490905,-0.158319,527957,178492,TQ279784,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1986-04-01,2003-07-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018D","Urban major conurbation",London,12,1,E01002902,,E02000594,"Kensington and Chelsea 018",E43000210,E00014585,E14000629,21285,1,1,2019-11-23,"Sloane Square",0.205341,SW,SW3,"Metropolitan Police","",9C3XFRRR+9M
SW3 4RT,No,51.491888,-0.159101,527900,178600,TQ278785,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,1990-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018D","Urban major conurbation",London,15,1,E01002902,,E02000594,"Kensington and Chelsea 018",E43000210,E00014584,E14000629,21285,8,1,2019-11-23,"Sloane Square",0.188173,SW,SW3,"Metropolitan Police","",9C3XFRRR+Q9
SW3 4RU,No,51.491012,-0.160577,527800,178500,TQ277784,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,1981-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018D","Urban major conurbation",London,11,1,E01002902,,E02000594,"Kensington and Chelsea 018",E43000210,E00014586,E14000629,21285,8,1,2019-11-23,"Sloane Square",0.320047,SW,SW3,"Metropolitan Police","",9C3XFRRQ+CQ
SW3 4RW,No,51.491012,-0.160577,527800,178500,TQ277784,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1983-07-01,1986-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018D","Urban major conurbation",London,11,1,E01002902,,E02000594,"Kensington and Chelsea 018",E43000210,E00014586,E14000629,21285,8,1,2019-11-23,"Sloane Square",0.320047,SW,SW3,"Metropolitan Police","",9C3XFRRQ+CQ
SW3 4RX,No,51.491012,-0.160577,527800,178500,TQ277784,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,1990-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018D","Urban major conurbation",London,11,1,E01002902,,E02000594,"Kensington and Chelsea 018",E43000210,E00014586,E14000629,21285,8,0,2019-11-23,"Sloane Square",0.320047,SW,SW3,"Metropolitan Police","",9C3XFRRQ+CQ
SW3 4RY,Yes,51.490605,-0.15872,527930,178458,TQ279784,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",2004-11-01,,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018D","Urban major conurbation",London,11,1,E01002902,,E02000594,"Kensington and Chelsea 018",E43000210,E00014585,E14000629,21285,1,0,2019-11-23,"Sloane Square",0.248696,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRRR+6G
SW3 4RZ,No,51.491012,-0.160577,527800,178500,TQ277784,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,1985-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018D","Urban major conurbation",London,11,1,E01002902,,E02000594,"Kensington and Chelsea 018",E43000210,E00014586,E14000629,21285,8,1,2019-11-23,"Sloane Square",0.320047,SW,SW3,"Metropolitan Police","",9C3XFRRQ+CQ
SW3 4SA,No,51.490605,-0.158706,527931,178458,TQ279784,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,2000-07-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018D","Urban major conurbation",London,11,1,E01002902,,E02000594,"Kensington and Chelsea 018",E43000210,E00014585,E14000629,21285,1,1,2019-11-23,"Sloane Square",0.248096,SW,SW3,"Metropolitan Police","",9C3XFRRR+6G
SW3 4SB,No,51.491012,-0.160577,527800,178500,TQ277784,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,1995-07-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018D","Urban major conurbation",London,11,1,E01002902,,E02000594,"Kensington and Chelsea 018",E43000210,E00014586,E14000629,21285,8,1,2019-11-23,"Sloane Square",0.320047,SW,SW3,"Metropolitan Police","",9C3XFRRQ+CQ
SW3 4SD,No,51.490605,-0.158706,527931,178458,TQ279784,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,2003-08-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018D","Urban major conurbation",London,11,1,E01002902,,E02000594,"Kensington and Chelsea 018",E43000210,E00014585,E14000629,21285,1,1,2019-11-23,"Sloane Square",0.248096,SW,SW3,"Metropolitan Police","",9C3XFRRR+6G
SW3 4SE,No,51.491497,-0.158814,527921,178557,TQ279785,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,2001-01-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018D","Urban major conurbation",London,14,1,E01002902,,E02000594,"Kensington and Chelsea 018",E43000210,E00014584,E14000629,21285,1,1,2019-11-23,"Sloane Square",0.187268,SW,SW3,"Metropolitan Police","",9C3XFRRR+HF
SW3 4SF,No,51.491012,-0.160577,527800,178500,TQ277784,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,1995-07-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018D","Urban major conurbation",London,11,1,E01002902,,E02000594,"Kensington and Chelsea 018",E43000210,E00014586,E14000629,21285,8,1,2019-11-23,"Sloane Square",0.320047,SW,SW3,"Metropolitan Police","",9C3XFRRQ+CQ
SW3 4SG,No,51.49138,-0.159409,527880,178543,TQ278785,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,2007-05-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018D","Urban major conurbation",London,13,1,E01002902,,E02000594,"Kensington and Chelsea 018",E43000210,E00014584,E14000629,21285,1,1,2019-11-23,"Sloane Square",0.229501,SW,SW3,"Metropolitan Police","",9C3XFRRR+H6
SW3 4SH,No,51.490605,-0.158706,527931,178458,TQ279784,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,2003-08-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018D","Urban major conurbation",London,11,1,E01002902,,E02000594,"Kensington and Chelsea 018",E43000210,E00014585,E14000629,21285,1,1,2019-11-23,"Sloane Square",0.248096,SW,SW3,"Metropolitan Police","",9C3XFRRR+6G
SW3 4SJ,No,51.490605,-0.158706,527931,178458,TQ279784,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,2004-09-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018D","Urban major conurbation",London,11,1,E01002902,,E02000594,"Kensington and Chelsea 018",E43000210,E00014585,E14000629,21285,1,1,2019-11-23,"Sloane Square",0.248096,SW,SW3,"Metropolitan Police","",9C3XFRRR+6G
SW3 4SL,Yes,51.488178,-0.157032,528054,178191,TQ280781,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1992-08-01,,"Kensington and Chelsea, unparished area","",10,4,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018C","Urban major conurbation",London,8,1,E01002901,,E02000594,"Kensington and Chelsea 018",E43000210,E00014596,E14000629,18319,1,0,2019-11-23,"Sloane Square",0.466195,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRQV+75
